,V1,V2,V3,V4,V5,cl_k3
parent and child,-1.49564996163796,0.771680264284574,0.0974508566513124,0.18426393523991,0.611058852116521,0
parent and teenager,-1.34030290398085,0.559711111322404,-0.428202004027797,-0.690676077647268,0.691922065304076,0
wife and husband,-1.06382809376914,1.22647210402767,0.481617629995704,0.415619549096842,1.65328241380412,0
fiance and fiancee,-1.47808796772156,0.995286366339881,0.025223558369591,1.6313592456025,1.12365177290644,0
siblings,-0.801003071150534,1.70657412704895,0.495138248423387,-0.0391394723220729,-0.0919057505201364,0
divorced spouses,1.61263743368084,-0.717183092538046,-1.10756367748009,2.27385437059536,1.12848161401918,1
a person and their in laws,0.514064527061971,0.401826529823665,0.37842866952133,-0.264300075945167,0.335159554634432,0
employer and employee,0.0924112735391014,-1.0559344000789,0.464664317775758,0.175686122338979,-0.780003328990251,2
interviewer and job applicant,-0.396574935873445,-1.05046366450506,0.117159542705009,-0.140914974969372,-0.257766953509276,2
guard and prisoner,-0.217682267076217,-0.381888682656957,-1.57903280125886,-0.341287458035716,-0.893390744728657,1
nurse and patient,-1.23118819510357,-0.385553625689303,0.522879536181011,-0.97499902405535,-0.719986176026177,2
therapist and patient,-1.34156882152341,-1.00297735218451,0.580809407471174,-0.571778457193647,0.129135621403022,2
salesperson and customer,0.82289856915642,-1.30567183825719,0.225218435602201,0.982409915717532,-0.435347068992657,2
business partners,-0.998087891546646,-1.33917234775883,0.0434304849619439,1.69462921454374,0.0940008156267602,2
opposing negotiators,-0.0855893152964834,-0.752142578626864,-1.72906331101085,1.27257809387157,-1.03144130430082,1
political opponents,0.211387102650186,0.59515666934174,-1.62620552298251,0.283491922594462,-1.37376345339159,1
business rivals,-0.350318146378279,-0.197933345166078,-2.54769637272214,1.96180704297938,-0.836930168366035,1
enemies,0.438929815126903,1.1336367806284,-2.29978370775153,0.457258655139844,0.0882763388030569,1
teacher and student,-0.75276817139275,0.400348815236451,0.613394611838081,-1.46455833767972,-1.10795349580249,2
professor and graduate student,-1.13833074017179,-0.298025401218509,0.443976050005032,-0.885289615732935,-0.113790876989357,2
master and servant,0.292553752634114,-0.222738393603023,-1.66642482351268,-1.5790545537769,-0.0353450507185791,1
close friends,-1.41282170557799,1.05174755219188,0.213972564137248,0.831183686419272,0.496299071419943,0
casual acquaintances,1.25440372237885,1.35885648145795,0.11004720320785,1.17403427152137,-0.928462460774354,0
teammates in sports,-0.850660873171789,0.918329179638736,0.152308049077397,1.19495140309559,-1.05118365888087,0
second cousins,1.21762891298234,1.37590209826817,0.702047220705295,0.0333998829962069,-0.62616484084315,0
grandparent and grandchild,-0.149987081854701,0.570846228310306,0.797643985496417,-0.880018653730145,0.329931558078017,0
foster parent and foster child,-0.994271007485575,0.63085058438244,0.352691075285982,-0.74981793888792,1.01135763205603,0
godparent and godchild,0.0524975275222115,0.859116259048625,0.498775944119309,-0.736325484814241,0.20751617948608,0
step grandparent and step grandchild,-0.0562810598538532,1.01740970539311,0.428783188115542,-0.671307364694626,0.0065196775134284,0
ancestor and descendant,0.989036254028914,0.800540180237875,1.01055639220309,-0.148111760130745,0.451451546673884,0
man and his mistress,-0.729771586296647,-0.18013674532107,-1.34594658585965,0.418472668649684,2.46123529145621,1
step siblings,-0.473694966255609,1.07606497207606,-0.783899025566675,0.445532920643725,-0.544852008193076,0
distant relatives,1.62998073272766,1.03951035202965,0.909218149124207,0.0489729758765565,-0.408344453632234,0
twins,-0.0158771668439259,1.3363881228563,0.438506453851457,0.480798949182556,-0.0899560181615547,0
a person and their family friends,-0.875474698448619,1.2483121188857,0.670261451927749,0.335155978009729,0.273572427597115,0
manager and staff,0.232842865424677,-0.875360757265422,0.270727070777264,-0.217243248836302,-0.444528396028285,2
union leader and union member,-0.237172680074661,-0.856025029026216,0.626871697826904,0.490407045393944,-1.27899770671412,2
manager and assistant,-0.0608414512299214,-0.793412002928217,0.678314105897022,-0.940238918920321,-0.971901026763492,2
entrepreneur and investor,-0.552120656907975,-2.00817469685202,0.293989316074892,0.191957629393281,0.527824376067681,2
drug dealer and addict,-0.896530265559255,-1.6719271653552,-0.944655103082682,0.860099404280096,1.40171790005723,2
victim and witness,-0.340748271097516,0.547397909248705,-2.5241292067466,-1.07332585435656,-0.388736733255048,1
criminal and police officer,-0.813427347339621,-0.147092198295363,-1.23406144872539,-0.964031603746111,-0.940232935887582,1
criminal and prosecutor,-1.19956980122052,-0.44611880479496,-1.52840714236672,0.277197103443531,-1.62784243982799,1
customer and businessman,-0.131442207125498,-1.60340647343223,-0.257011808514595,0.662895390911322,0.282757195391505,2
representative and citizen,0.430623452993486,-0.338153175405762,-0.0002653565113389,0.376383834730707,-0.816217576475764,2
officer and soldier,-0.8421297155315,-0.724917717554672,-0.737383032038437,-1.0036090310672,-0.251799218282608,2
religious followers,-0.478737773626187,0.538803527787213,-0.119495626856372,1.04761418681843,-1.25360910185177,0
reader and writer,-0.850642522626754,-0.126509784076576,0.0607222712639771,-0.211427147044032,-0.435845446744673,2
reviewer and writer,-0.117270302089398,-1.00499883774617,0.568711168663258,0.595499650765185,-0.588147349013379,2
sugar daddy and sugar baby,0.0415921858565571,-1.93498104940631,-0.479111638398373,0.645825445711129,3.44348481184003,2
director and performer,-1.29484629163522,-0.528021441452454,0.362131299643691,-1.62453004068688,0.461291138663861,2
psychologist and client,-1.30296885081974,-0.953928792932626,0.332601817191268,-0.919655678459075,0.607839923907064,2
judge and contestant,0.130413907100185,0.0919035186775539,-0.955402746241097,0.0171852420673866,-0.777014493039428,1
man and god,-0.52458169909621,0.448546063295213,-0.13907153684895,-0.75351339565408,0.875094460288242,0
university student and administrator,0.283095596495941,-0.665902859903004,0.454750421880491,-0.567946215731011,-0.844391146936317,2
student and dorm resident assistant,0.180293027307344,-0.165464294493874,-0.304515492252533,0.519923464771419,-0.290330547243257,2
athletic trainer and trainee,-0.646371606355551,-1.13623883897743,0.468847917892225,-1.05547938852829,-0.113105384541502,2
researcher and research subject,-0.356607296741073,-0.884197320353881,0.419931924067266,-0.692652471347464,-0.817132238465249,2
peers,-0.585244138509008,1.21002028770493,0.589612541334452,1.31529721094108,-0.648244250949244,0
classmates,0.0807558564482096,1.34954299674204,0.737915798783378,0.505870257461073,-1.00895529236131,0
bride and bridesmaid,-0.476577502251071,1.01082953767744,0.239331595616354,-0.0968253238331469,-0.127806504266541,0
guest and host,0.16189319398193,0.377044959881649,-0.275516227439863,-0.151507579438884,-0.951832735516855,2
television host and guest,0.371501191290744,0.162281167954822,-0.141166562341341,-0.477773232049272,-0.366217746398017,2
volunteer and organizer,-0.480525641641617,0.320454530162438,0.468679963254405,-0.91001424074377,-1.12762738495621,2
bully and victim,-0.282220823986996,0.771428884477944,-2.90540805909538,-0.727296332559315,-0.32049286828869,1
a person and their social media follower,1.16905234566296,0.0636008183261615,-0.514917467855154,0.0236935481088607,0.131413091429003,1
childhood friends,-0.553627624754097,1.28180470212381,0.624417149127677,-0.278689078412766,0.0978281513646005,0
pen friends,1.44943844660623,1.26972858933553,0.667159331715135,1.0796224569611,-0.432458374836617,0
friends with benefits,-0.839410316936069,-0.620689243883425,-0.444387783064225,0.985667469415444,1.95507930338204,0
life partners,-1.53091777355866,0.619593500212545,0.619200434731184,1.08559321306646,1.50801585192499,0
soul mates,-1.3374285678567,0.650013247959669,0.485871409585916,2.19056196930011,1.13633191833436,0
church members,-0.668753321181596,0.244054554387692,-0.189015941362695,1.43509703962571,-0.701994526888821,0
fans of the same sports team,-0.102956139106063,1.04889318629729,0.82688341959032,0.379362519269269,-0.953111591653901,0
fans of opposing sports teams,0.0972013425822089,0.26276795805542,-0.957032963045089,-0.240255823487593,0.129923321947832,1
superior and subordinate,0.445160685324603,-0.169554317985565,-0.693313783430198,-0.444726118959186,-0.761781709831027,1
a monarch and their minister,0.544886971376024,0.0034437971747663,0.178532767712562,-1.09937943656444,-0.844480005107253,2
cousins,1.31977516535915,1.3015042715512,0.611515055145316,-0.118455463062947,-0.0455034393085288,0
parent and infant,-1.71448382205327,0.820101130752111,0.3084648235271,-1.87859370490752,1.78282620446676,0
step parent and step child,-0.83001518590802,0.485486691602603,-0.719591773976695,0.064667190739731,0.153406104797676,0
bride and groom,-1.24912725152881,0.424966252466487,0.351133804336035,1.8610969160858,1.89375149077175,0
man wife and man mistress,2.22960949147598,1.30026831632492,-1.1634387218688,-1.58103374330363,1.46262757931568,1
brother and sister,-0.372073966868558,1.72254580078607,0.742471074480605,0.137457094115525,-0.037880457465879,0
close relatives,0.0014507525676036,0.646149841752869,0.0270485529615803,0.241507023789334,1.80484813717033,0
a person and their deceased spouse,1.68960318149839,1.03624809215305,0.742873915886931,-1.38860795277486,3.38030116104752,0
foreman and laborer,0.528704910945805,-1.20593371174637,0.764711915669709,-1.03868490431172,-0.36683342884253,2
owner and manager,-0.468186342312137,-1.55670750676906,0.7502028642446,-1.02441844483241,0.435675554748804,2
chief and deputy,-0.941138261645001,-0.420483500308465,0.0760233458613624,-1.33743450631534,-1.03127175051193,2
supervisor and subordinate,-0.210793312461965,-1.03065273508141,0.208119245687232,-0.98953535561086,-0.667754582311887,2
boss and secretary,-0.500135048576056,-1.12252525672891,0.523849717712643,-0.116309194169863,-1.20901134863929,2
intern and employee,0.225438020967757,0.0892092651040708,0.419778753936692,0.225384607324457,-1.44426541531594,2
lawyer and client,-0.425267960728891,-2.14085990800874,0.286617342019038,0.141520618125925,0.626673157465928,2
judge and lawyer,-0.464862886671976,-0.700200998003137,-0.810978184710348,0.713006528622033,-1.68317810319469,2
victim and criminal,0.050284605777338,0.220848483316457,-2.71580064200707,-1.13674504031788,0.5958962158809,1
criminal and hostage,0.42541890653734,-0.646993580712437,-2.81312835077743,-0.214075473934785,1.00565475394572,1
defendant and plaintiff,-0.420006338530068,-0.0445904885062821,-2.09632451661766,0.518329855383784,-0.6881867804846,1
police officer and offender,-0.372756554218111,-0.6589484800247,-2.27716283107061,-0.670996229411759,-0.958921205908258,1
police officer and civilian,0.480761239989087,0.604722918331118,-1.51102276649482,-1.09734396153126,-1.73639549134192,1
parole officer and parolee,0.0333367942586671,-0.39833262686592,-1.32684559581324,-1.94605071631952,0.335103438427473,1
consultant and client,1.13049813359555,-1.93311921238719,0.57209516545199,-0.575485122743806,0.769719462398169,2
chef and customer,1.77209856130513,-1.33284625172817,1.18932293334179,0.474767918987077,-0.54120092567298,2
customer and server,1.6008847352023,-1.92696465813616,0.698880114603142,1.32349923475198,-0.072994465207538,2
doctor and patient,-0.299036028205194,-1.51960360399463,0.903220719821347,-0.151827641983644,0.006771319629048,2
doctor and nurse,-1.04149997960756,-0.763372290176202,1.3020767236053,-1.31409381599692,-0.737033652362857,2
patient and caretaker,-0.235848629892718,-1.60379633163622,1.14988925621759,-0.874533321909018,0.400544568298262,2
driver and passenger,1.27754235594491,-1.32022484877635,0.150069938740029,0.0998780914898741,-0.708032291673277,2
coach and athlete,-0.757643173622248,0.0035494118499548,1.26020296471448,-1.3727366351803,-1.69082576158763,2
team captain and team members,-0.509318263433146,0.0235236931395948,1.34273993813396,-0.258661058471561,-0.868021307114541,2
club member and club president,0.616249804225526,-0.422452010235586,1.04268344923239,0.308622044916925,-0.506917003498742,2
politician and supporter,0.96901899412898,-0.776199781461164,-0.222329571413357,-0.995765904898849,-0.532979765452326,2
leader and follower,0.582358489815518,-1.08300195960652,0.701295163295939,-1.37292080092683,1.16586703369689,2
babysitter and infant,-0.410598098911312,-0.415606517124116,1.30763998452609,-1.18179828187862,0.012354091112675,2
religious leader and congregant,-0.0840097053169906,-0.283998744279983,0.613682359152355,-1.71278594164514,0.418935242825487,2
prostitute and customer,0.953633055276155,-2.23576550394079,-0.319756502712347,1.02428895290265,1.21878248803424,2
guide and tourist,0.510050876190397,-1.03199589534475,0.679620732957105,0.521591112764399,-0.934700937499694,2
athlete and referee,0.327738608298639,-0.565197842809692,-0.536210456547922,-0.267429616752294,-1.49190226103604,2
slave and master,-1.2063303490672,-0.512823752306617,-2.60893011059733,-1.89268807844536,0.28591908199897,1
performer and audience,1.10575797269976,-0.955250265943263,1.5457639035301,-0.281012686608579,0.0114731390516607,2
dealer and buyer,1.38504983407231,-2.13534289012041,0.722791352458874,1.12485238949319,0.112299602650586,2
co workers,-0.682157648346756,-1.37634169637394,0.4223728483948,0.782490322244399,-0.0207910568854665,2
sports rivals,0.293709820361894,0.285166697532687,-2.24833902067006,1.00103888833078,-1.08040186217481,1
romantic rivals,1.44252953412639,1.11664899549718,-2.21776944082679,0.0282249401076533,1.36514822747158,1
criminal and their accomplice,-0.805205917533407,-0.865263973175804,-0.677772327990618,-1.05393051843214,1.21722910529274,2
diplomats,-0.591841314981661,-0.792240293825718,-0.653554644457235,1.72389646395874,-1.35043504969818,2
principal and teacher,0.071151988389013,-1.06267980510674,0.765502018308933,0.322438566286002,-0.537475439653099,2
professor and teaching assistant,-1.06990863294421,-0.620493477879159,0.759112474041881,-0.255967719361139,-0.0636702795326792,2
mentor and mentee,-1.37896767009905,0.824443930141928,0.938599830437629,-0.700502603056156,-0.905259423549175,0
roommates,-0.474054590022994,0.0152940506727176,0.298756372817201,1.56392625198035,0.777968808521592,0
sorority sisters,0.32109154786822,0.735638093810155,0.920945697530467,0.721990804665718,-1.00531076073137,0
fraternity brothers,0.181758558690916,1.03090526202246,1.08447646928922,0.628671963450883,-0.938022318561936,0
groom and groomsman,-0.512537385849851,0.798223961517148,0.617624949194832,-0.404880437675656,0.298941665295485,0
predecessor and successor,1.30100687935911,0.262871767243551,0.956253736241663,-0.760331733996786,-0.626255626578324,2
landlord and tenant,1.63536636039529,-1.79327741125069,0.305064603983677,0.216510223663579,0.994920633772675,2
landlord and housekeeper,1.51646584500471,-1.22508486583001,0.0497492702477274,-1.05696564290765,0.785017867761857,2
celebrity and fans,2.36199101964956,-0.947696945471184,1.59115660176825,-0.65328954855443,0.651493408003723,2
celebrity and haters,2.16151657753679,1.05121807360845,-1.59948665966667,-1.18406636781159,-0.369209440160721,1
native and tourist,1.39843113271042,-0.898544384846911,0.195620906016071,0.881755526292859,0.162474644849589,2
friends,-0.614635820254108,0.633194606251772,1.02103587434448,1.68123677565652,0.408435696671997,0
facebook friends,2.60284451727388,1.74386038745595,0.616517318267274,-0.290527590600347,-0.0399624962153503,0
political allies,-0.0394118378363351,-1.01831350569134,-0.544424178036244,2.25344496761339,-0.497479774335531,2
romantic lovers,-0.784405330543125,0.638672263770533,0.126749701707722,1.67257475926138,1.43285199602199,0
ex lovers,2.50753984309144,0.823956607581954,-0.833383864695311,-0.594293520954128,2.58123569210919,1
strangers,3.28124474362364,1.46879111005044,0.456324198878021,-0.518462872445367,-0.252557136107956,0
neighbors,1.15295192723349,1.384362930787,0.227634332189508,1.47370581004929,-1.3238561697403,0
aunt and niece/nephew,0.390963962391801,1.28410345787711,0.944119864311834,-0.456227334485797,-0.140064852663764,0
uncle and niece/nephew,-0.0052396643471116,1.49759448501203,-0.172232119814635,-0.75044742597228,-0.321413290854122,0
frenemies,0.860669609898984,0.943110094236482,-1.47937524997448,-0.780674586750836,0.429922595219005,1
half siblings,-0.104714865709574,0.986325287152959,-0.0335273302955551,0.945036827658929,0.159548158054161,0
adoptive parents and adopted kids,-1.70111690964506,1.04831085771592,0.860491259579498,-1.58838407832113,0.0951365993088934,0
mother and infant,-1.70177610580028,1.23465149114217,0.764821079652466,-2.52305583173173,0.986787692863942,0
alumni,2.35918086496308,1.08128513018764,1.79577327568049,-0.200889815594797,-0.584762060412311,0
confidants,-1.22199129289703,1.52728137205236,0.932956012128359,0.797111299904701,-0.349907149082921,0
a person and their significant other,-1.25633503215991,0.167297792054523,0.589631386765898,1.60750452529097,2.42047155337498,0
companions,-0.738744756806346,1.13885274238034,0.911781517673673,1.16594415062414,0.103516548551042,0
playmates,-0.696950783259645,0.892978860132359,0.757829488097222,1.37351005310333,-0.153619707222105,0
competitors in sports,0.506933837872951,0.408512668160204,-1.45668018529563,1.90096659869003,-1.2796664208415,1
a person and their crush,1.22529929491715,0.663831046883366,-0.367542887953557,-0.335301676636947,1.84493247436634,0
cohabitants,0.731282266126578,-0.55531503474058,0.493080899740722,1.53551817150989,0.312078996597418,2
long distance lovers,0.513381944700452,0.813301213154318,0.14130376973548,0.720879415357739,2.44461119903168,0
brothers in arms,-0.133139322393148,-0.0825909288485415,0.574217375015167,0.725860541831434,0.20174596600777,0
